Date,Customer name,review,car_model,sentiment,issues
23-01-2025,Isha Quintero,"Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. The infotainment system had standard features, though the screen was smaller than newer models. The trunk space was adequate for two large suitcases but nothing extraordinary. Despite reserving an automatic, I was handed a manual and told no automatics were available. The windshield wipers were old and smeared rain, making night driving stressful. There was an unexplained additional charge on my bill that I had to dispute. I found potato chip crumbs under the seat, suggesting the cleaning was rushed.",Audi A4,negative,"['car_condition', 'staff_behavior']"
03-01-2024,Pablo Fischer,"Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The tank was only three-quarters full even though they claimed it was topped off. Ride comfort was acceptable on city streets but a bit firm over potholes. The car felt brand-new, with no rattles or strange noises even at highway speed. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The windshield wipers were old and smeared rain, making night driving stressful. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Returning the car was effortless; it took less than five minutes to finalize everything.",Hyundai Elantra,positive,"['staff_behavior', 'billing']"
22-03-2024,Nikhil Anderson,"The air-conditioning emitted a musty odor that never completely went away during the rental. The trunk space was adequate for two large suitcases but nothing extraordinary. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The tank was only three-quarters full even though they claimed it was topped off. There was an unexplained additional charge on my bill that I had to dispute. Despite reserving an automatic, I was handed a manual and told no automatics were available. The seats offered decent lumbar support but could use softer cushioning for long drives. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning.",Jeep Wrangler,negative,"['car_condition', 'cleanliness']"
05-05-2025,Nikhil Johansson,"There was an unexplained additional charge on my bill that I had to dispute. Despite reserving an automatic, I was handed a manual and told no automatics were available. The seats offered decent lumbar support but could use softer cushioning for long drives. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The tank was only three-quarters full even though they claimed it was topped off. The windshield wipers were old and smeared rain, making night driving stressful. Exterior styling was plain, but I suppose function matters more than form for a rental. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet.",Nissan Altima,negative,"['car_condition', 'staff_behavior']"
24-05-2025,Isha Hughes,"There was an unexplained additional charge on my bill that I had to dispute. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Acceleration was average; it performed as expected for a mid-size sedan. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. Exterior styling was plain, but I suppose function matters more than form for a rental. Despite reserving an automatic, I was handed a manual and told no automatics were available. The air-conditioning emitted a musty odor that never completely went away during the rental.",Volkswagen Jetta,negative,"['car_condition', 'cleanliness', 'staff_behavior']"
04-03-2025,Carla O'Neil,"I appreciated the transparent pricing; there were no hidden fees on my final invoice. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. The car felt brand-new, with no rattles or strange noises even at highway speed. I was impressed by how spotless the interior and exterior of the vehicle were. Their mobile app worked, although it occasionally froze during the reservation process. I loved the peppy acceleration, especially when merging onto the highway. The pickup process was smooth and the staff greeted me with genuine warmth. Acceleration was average; it performed as expected for a mid-size sedan.",Mercedes C-Class,positive,"['staff_behavior', 'billing']"
08-04-2025,Alice Diaz,"Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. I waited nearly forty minutes in line because only one counter was open at pickup. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. Acceleration was average; it performed as expected for a mid-size sedan. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. The pickup process was smooth and the staff greeted me with genuine warmth. The air-conditioning emitted a musty odor that never completely went away during the rental. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Returning the car was effortless; it took less than five minutes to finalize everything.",Kia Optima,positive,"['late_delivery', 'car_condition', 'cleanliness', 'staff_behavior']"
19-05-2025,Simon Petrov,"I appreciated the transparent pricing; there were no hidden fees on my final invoice. I loved the peppy acceleration, especially when merging onto the highway. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The fuel efficiency saved me money on a long road trip across three states. The trunk space was adequate for two large suitcases but nothing extraordinary. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. I was impressed by how spotless the interior and exterior of the vehicle were. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date.",Audi A4,positive,['billing']
01-08-2024,Liam Anderson,"There was an unexplained additional charge on my bill that I had to dispute. The infotainment system had standard features, though the screen was smaller than newer models. The seats offered decent lumbar support but could use softer cushioning for long drives. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The tank was only three-quarters full even though they claimed it was topped off. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The windshield wipers were old and smeared rain, making night driving stressful. I waited nearly forty minutes in line because only one counter was open at pickup.",Mercedes C-Class,negative,"['late_delivery', 'car_condition']"
07-07-2024,Olga Johansson,"I appreciated the transparent pricing; there were no hidden fees on my final invoice. I was impressed by how spotless the interior and exterior of the vehicle were. I waited nearly forty minutes in line because only one counter was open at pickup. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The fuel efficiency saved me money on a long road trip across three states. Acceleration was average; it performed as expected for a mid-size sedan. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. There was an unexplained additional charge on my bill that I had to dispute. Customer service followed up via email to make sure I was satisfied, which felt thoughtful.",Honda Civic,negative,"['late_delivery', 'car_condition', 'billing']"
19-04-2025,Isha López,"The pickup process was smooth and the staff greeted me with genuine warmth. I appreciated the transparent pricing; there were no hidden fees on my final invoice. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. Acceleration was average; it performed as expected for a mid-size sedan. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. The seats offered decent lumbar support but could use softer cushioning for long drives. I loved the peppy acceleration, especially when merging onto the highway. The fuel efficiency saved me money on a long road trip across three states.",Volkswagen Jetta,positive,"['staff_behavior', 'billing']"
20-08-2024,David Chowdhury,"Acceleration was average; it performed as expected for a mid-size sedan. I was impressed by how spotless the interior and exterior of the vehicle were. Returning the car was effortless; it took less than five minutes to finalize everything. Fuel economy matched the manufacturer's rating; nothing surprising there. The fuel efficiency saved me money on a long road trip across three states. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. I loved the peppy acceleration, especially when merging onto the highway. The company offered me a free upgrade, and it genuinely enhanced my vacation experience.",Mercedes C-Class,positive,['other']
22-06-2025,Quinn Zhou,"The tank was only three-quarters full even though they claimed it was topped off. There was an unexplained additional charge on my bill that I had to dispute. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Road noise was noticeable on rough asphalt, but conversation inside remained possible. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. I found potato chip crumbs under the seat, suggesting the cleaning was rushed.",Toyota Corolla,negative,"['car_condition', 'staff_behavior']"
14-06-2025,Kara Ivanov,"Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. Despite reserving an automatic, I was handed a manual and told no automatics were available. The infotainment system had standard features, though the screen was smaller than newer models. There was an unexplained additional charge on my bill that I had to dispute. The windshield wipers were old and smeared rain, making night driving stressful. I found potato chip crumbs under the seat, suggesting the cleaning was rushed.",Toyota Corolla,negative,['staff_behavior']
03-04-2025,Simon Chowdhury,"Despite reserving an automatic, I was handed a manual and told no automatics were available. The air-conditioning emitted a musty odor that never completely went away during the rental. The infotainment system had standard features, though the screen was smaller than newer models. The tank was only three-quarters full even though they claimed it was topped off. Acceleration was average; it performed as expected for a mid-size sedan. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet.",Volkswagen Jetta,negative,"['car_condition', 'cleanliness', 'staff_behavior']"
07-04-2024,Rina Xu,"The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. The trunk space was adequate for two large suitcases but nothing extraordinary. The tank was only three-quarters full even though they claimed it was topped off. I waited nearly forty minutes in line because only one counter was open at pickup. I appreciated the transparent pricing; there were no hidden fees on my final invoice. There was an unexplained additional charge on my bill that I had to dispute. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Returning the car was effortless; it took less than five minutes to finalize everything.",Mazda 3,negative,"['late_delivery', 'car_condition', 'billing']"
06-03-2024,Wendy Xu,"The pickup process was smooth and the staff greeted me with genuine warmth. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. The fuel efficiency saved me money on a long road trip across three states. I loved the peppy acceleration, especially when merging onto the highway. The tank was only three-quarters full even though they claimed it was topped off. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly.",Nissan Altima,negative,"['car_condition', 'staff_behavior']"
16-02-2024,Uma Martin,"The pickup process was smooth and the staff greeted me with genuine warmth. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Returning the car was effortless; it took less than five minutes to finalize everything. The trunk space was adequate for two large suitcases but nothing extraordinary. I was impressed by how spotless the interior and exterior of the vehicle were. I loved the peppy acceleration, especially when merging onto the highway. Their mobile app worked, although it occasionally froze during the reservation process. The car felt brand-new, with no rattles or strange noises even at highway speed.",Honda Civic,positive,['staff_behavior']
24-03-2025,David Khan,"Despite reserving an automatic, I was handed a manual and told no automatics were available. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The trunk space was adequate for two large suitcases but nothing extraordinary. Exterior styling was plain, but I suppose function matters more than form for a rental. The windshield wipers were old and smeared rain, making night driving stressful. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The tank was only three-quarters full even though they claimed it was topped off. The air-conditioning emitted a musty odor that never completely went away during the rental.",Kia Optima,negative,"['car_condition', 'cleanliness']"
23-07-2024,Yara Fischer,"The windshield wipers were old and smeared rain, making night driving stressful. Acceleration was average; it performed as expected for a mid-size sedan. There was an unexplained additional charge on my bill that I had to dispute. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. Ride comfort was acceptable on city streets but a bit firm over potholes. Despite reserving an automatic, I was handed a manual and told no automatics were available. The tank was only three-quarters full even though they claimed it was topped off. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet.",Ford Focus,negative,['staff_behavior']
02-08-2024,Kara Fischer,"The car felt brand-new, with no rattles or strange noises even at highway speed. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Their mobile app worked, although it occasionally froze during the reservation process. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. The fuel efficiency saved me money on a long road trip across three states. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. The air-conditioning emitted a musty odor that never completely went away during the rental. Returning the car was effortless; it took less than five minutes to finalize everything.",Subaru Impreza,negative,"['cleanliness', 'staff_behavior']"
21-03-2025,Hugo Hughes,"I waited nearly forty minutes in line because only one counter was open at pickup. There was an unexplained additional charge on my bill that I had to dispute. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. The air-conditioning emitted a musty odor that never completely went away during the rental. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Their mobile app worked, although it occasionally froze during the reservation process. The tank was only three-quarters full even though they claimed it was topped off. The seats offered decent lumbar support but could use softer cushioning for long drives.",Hyundai Elantra,negative,"['late_delivery', 'cleanliness', 'staff_behavior']"
29-11-2024,Wendy Nakamura,"Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The windshield wipers were old and smeared rain, making night driving stressful. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The car felt brand-new, with no rattles or strange noises even at highway speed. There was an unexplained additional charge on my bill that I had to dispute. I appreciated the transparent pricing; there were no hidden fees on my final invoice. I loved the peppy acceleration, especially when merging onto the highway. Ride comfort was acceptable on city streets but a bit firm over potholes. I found potato chip crumbs under the seat, suggesting the cleaning was rushed.",Toyota Corolla,negative,"['car_condition', 'billing']"
20-04-2025,Olga Rahman,"I appreciated the transparent pricing; there were no hidden fees on my final invoice. Their mobile app worked, although it occasionally froze during the reservation process. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. The fuel efficiency saved me money on a long road trip across three states. Road noise was noticeable on rough asphalt, but conversation inside remained possible. The pickup process was smooth and the staff greeted me with genuine warmth. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date.",Hyundai Elantra,positive,"['staff_behavior', 'billing']"
25-05-2025,David Evans,"Road noise was noticeable on rough asphalt, but conversation inside remained possible. I was impressed by how spotless the interior and exterior of the vehicle were. Returning the car was effortless; it took less than five minutes to finalize everything. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The pickup process was smooth and the staff greeted me with genuine warmth. The seats offered decent lumbar support but could use softer cushioning for long drives.",Kia Optima,positive,"['staff_behavior', 'billing']"
07-03-2025,Tara Valdez,"The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The pickup process was smooth and the staff greeted me with genuine warmth. The fuel efficiency saved me money on a long road trip across three states. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. Acceleration was average; it performed as expected for a mid-size sedan.",BMW 3 Series,positive,"['staff_behavior', 'billing']"
05-06-2025,Mona López,"Returning the car was effortless; it took less than five minutes to finalize everything. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The car felt brand-new, with no rattles or strange noises even at highway speed. The infotainment system had standard features, though the screen was smaller than newer models. I loved the peppy acceleration, especially when merging onto the highway. The fuel efficiency saved me money on a long road trip across three states. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Their mobile app worked, although it occasionally froze during the reservation process.",Chevrolet Malibu,positive,['billing']
28-05-2024,Yara Xu,"The pickup process was smooth and the staff greeted me with genuine warmth. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Returning the car was effortless; it took less than five minutes to finalize everything. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. The infotainment system had standard features, though the screen was smaller than newer models. I appreciated the transparent pricing; there were no hidden fees on my final invoice. I loved the peppy acceleration, especially when merging onto the highway. Ride comfort was acceptable on city streets but a bit firm over potholes.",Nissan Altima,positive,"['staff_behavior', 'billing']"
12-02-2024,Bob Anderson,"Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Acceleration was average; it performed as expected for a mid-size sedan. Road noise was noticeable on rough asphalt, but conversation inside remained possible. The tank was only three-quarters full even though they claimed it was topped off. Despite reserving an automatic, I was handed a manual and told no automatics were available. There was an unexplained additional charge on my bill that I had to dispute. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning.",Subaru Impreza,negative,"['car_condition', 'staff_behavior']"
30-07-2024,David López,"Ride comfort was acceptable on city streets but a bit firm over potholes. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The car felt brand-new, with no rattles or strange noises even at highway speed. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. There was an unexplained additional charge on my bill that I had to dispute. Despite reserving an automatic, I was handed a manual and told no automatics were available. I loved the peppy acceleration, especially when merging onto the highway. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date.",Tesla Model 3,positive,['car_condition']
17-05-2025,Frank Khan,"Returning the car was effortless; it took less than five minutes to finalize everything. There was an unexplained additional charge on my bill that I had to dispute. I was impressed by how spotless the interior and exterior of the vehicle were. Road noise was noticeable on rough asphalt, but conversation inside remained possible. The car felt brand-new, with no rattles or strange noises even at highway speed. I appreciated the transparent pricing; there were no hidden fees on my final invoice. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Despite reserving an automatic, I was handed a manual and told no automatics were available. The air-conditioning emitted a musty odor that never completely went away during the rental.",Jeep Wrangler,negative,"['car_condition', 'cleanliness', 'billing']"
05-05-2025,Victor Nakamura,"Despite reserving an automatic, I was handed a manual and told no automatics were available. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. The car felt brand-new, with no rattles or strange noises even at highway speed. The trunk space was adequate for two large suitcases but nothing extraordinary. I waited nearly forty minutes in line because only one counter was open at pickup. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. There was an unexplained additional charge on my bill that I had to dispute. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The windshield wipers were old and smeared rain, making night driving stressful.",Mazda 3,positive,['late_delivery']
07-06-2025,Zane Yilmaz,"The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. The air-conditioning emitted a musty odor that never completely went away during the rental. Despite reserving an automatic, I was handed a manual and told no automatics were available. The windshield wipers were old and smeared rain, making night driving stressful. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Road noise was noticeable on rough asphalt, but conversation inside remained possible. There was an unexplained additional charge on my bill that I had to dispute. Acceleration was average; it performed as expected for a mid-size sedan.",Jeep Wrangler,negative,"['car_condition', 'cleanliness', 'staff_behavior']"
23-08-2024,Xander Zhou,"I found potato chip crumbs under the seat, suggesting the cleaning was rushed. Ride comfort was acceptable on city streets but a bit firm over potholes. Despite reserving an automatic, I was handed a manual and told no automatics were available. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. I waited nearly forty minutes in line because only one counter was open at pickup. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. The air-conditioning emitted a musty odor that never completely went away during the rental. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly.",Tesla Model 3,negative,"['late_delivery', 'cleanliness', 'staff_behavior']"
03-03-2024,Xander Quintero,"Exterior styling was plain, but I suppose function matters more than form for a rental. The car felt brand-new, with no rattles or strange noises even at highway speed. The pickup process was smooth and the staff greeted me with genuine warmth. I appreciated the transparent pricing; there were no hidden fees on my final invoice. I loved the peppy acceleration, especially when merging onto the highway. I was impressed by how spotless the interior and exterior of the vehicle were. Acceleration was average; it performed as expected for a mid-size sedan. The company offered me a free upgrade, and it genuinely enhanced my vacation experience.",Subaru Impreza,positive,"['staff_behavior', 'billing']"
30-03-2024,Frank Rahman,"The pickup process was smooth and the staff greeted me with genuine warmth. I appreciated the transparent pricing; there were no hidden fees on my final invoice. I waited nearly forty minutes in line because only one counter was open at pickup. The air-conditioning emitted a musty odor that never completely went away during the rental. The infotainment system had standard features, though the screen was smaller than newer models. The car felt brand-new, with no rattles or strange noises even at highway speed. The tank was only three-quarters full even though they claimed it was topped off. I was impressed by how spotless the interior and exterior of the vehicle were. The windshield wipers were old and smeared rain, making night driving stressful.",Ford Focus,positive,"['late_delivery', 'cleanliness', 'staff_behavior', 'billing']"
18-03-2025,Carla Martin,"The fuel efficiency saved me money on a long road trip across three states. I loved the peppy acceleration, especially when merging onto the highway. Acceleration was average; it performed as expected for a mid-size sedan. The pickup process was smooth and the staff greeted me with genuine warmth. The trunk space was adequate for two large suitcases but nothing extraordinary. I was impressed by how spotless the interior and exterior of the vehicle were. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date.",Volkswagen Jetta,positive,['staff_behavior']
02-05-2024,Victor Nakamura,"Pickup location signage was clear enough, though a second sign near the exit would help newcomers. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Returning the car was effortless; it took less than five minutes to finalize everything. The pickup process was smooth and the staff greeted me with genuine warmth. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. I waited nearly forty minutes in line because only one counter was open at pickup. The air-conditioning emitted a musty odor that never completely went away during the rental. I loved the peppy acceleration, especially when merging onto the highway. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date.",Nissan Altima,positive,"['late_delivery', 'car_condition', 'cleanliness', 'staff_behavior']"
24-06-2024,Yara Diaz,"I loved the peppy acceleration, especially when merging onto the highway. The car felt brand-new, with no rattles or strange noises even at highway speed. There was an unexplained additional charge on my bill that I had to dispute. The windshield wipers were old and smeared rain, making night driving stressful. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. The tank was only three-quarters full even though they claimed it was topped off. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Road noise was noticeable on rough asphalt, but conversation inside remained possible. I was impressed by how spotless the interior and exterior of the vehicle were.",Volkswagen Jetta,negative,['staff_behavior']
10-01-2025,Isha Quintero,"I found potato chip crumbs under the seat, suggesting the cleaning was rushed. I waited nearly forty minutes in line because only one counter was open at pickup. Exterior styling was plain, but I suppose function matters more than form for a rental. The windshield wipers were old and smeared rain, making night driving stressful. The air-conditioning emitted a musty odor that never completely went away during the rental. The infotainment system had standard features, though the screen was smaller than newer models. Despite reserving an automatic, I was handed a manual and told no automatics were available. There was an unexplained additional charge on my bill that I had to dispute.",Mazda 3,negative,"['late_delivery', 'cleanliness']"
08-01-2024,Liam Bennett,"The air-conditioning emitted a musty odor that never completely went away during the rental. Ride comfort was acceptable on city streets but a bit firm over potholes. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. The tank was only three-quarters full even though they claimed it was topped off. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Fuel economy matched the manufacturer's rating; nothing surprising there. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. There was an unexplained additional charge on my bill that I had to dispute.",Honda Civic,negative,"['car_condition', 'cleanliness', 'staff_behavior']"
11-03-2024,Uma Chowdhury,"The seats offered decent lumbar support but could use softer cushioning for long drives. The pickup process was smooth and the staff greeted me with genuine warmth. Returning the car was effortless; it took less than five minutes to finalize everything. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. I waited nearly forty minutes in line because only one counter was open at pickup. The air-conditioning emitted a musty odor that never completely went away during the rental. I loved the peppy acceleration, especially when merging onto the highway.",Mazda 3,positive,"['late_delivery', 'car_condition', 'cleanliness', 'staff_behavior']"
19-11-2024,Xander Bennett,"Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The windshield wipers were old and smeared rain, making night driving stressful. The air-conditioning emitted a musty odor that never completely went away during the rental. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. Despite reserving an automatic, I was handed a manual and told no automatics were available. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. Road noise was noticeable on rough asphalt, but conversation inside remained possible.",Chevrolet Malibu,negative,"['cleanliness', 'staff_behavior']"
04-12-2024,Zane Xu,"Exterior styling was plain, but I suppose function matters more than form for a rental. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The car felt brand-new, with no rattles or strange noises even at highway speed. Returning the car was effortless; it took less than five minutes to finalize everything. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. I loved the peppy acceleration, especially when merging onto the highway.",Subaru Impreza,positive,['billing']
19-06-2024,Carla Fischer,"The windshield wipers were old and smeared rain, making night driving stressful. The air-conditioning emitted a musty odor that never completely went away during the rental. I appreciated the transparent pricing; there were no hidden fees on my final invoice. Ride comfort was acceptable on city streets but a bit firm over potholes. I was impressed by how spotless the interior and exterior of the vehicle were. Despite reserving an automatic, I was handed a manual and told no automatics were available. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. There was an unexplained additional charge on my bill that I had to dispute. The fuel efficiency saved me money on a long road trip across three states.",Honda Civic,positive,"['cleanliness', 'billing']"
01-01-2025,Victor Martin,I waited nearly forty minutes in line because only one counter was open at pickup. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. The tank was only three-quarters full even though they claimed it was topped off. There was an unexplained additional charge on my bill that I had to dispute. Fuel economy matched the manufacturer's rating; nothing surprising there. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The air-conditioning emitted a musty odor that never completely went away during the rental. The seats offered decent lumbar support but could use softer cushioning for long drives.,BMW 3 Series,negative,"['late_delivery', 'car_condition', 'cleanliness', 'staff_behavior']"
21-04-2025,Xander Nakamura,"The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. The air-conditioning emitted a musty odor that never completely went away during the rental. Ride comfort was acceptable on city streets but a bit firm over potholes. I waited nearly forty minutes in line because only one counter was open at pickup. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The windshield wipers were old and smeared rain, making night driving stressful. Despite reserving an automatic, I was handed a manual and told no automatics were available. Their mobile app worked, although it occasionally froze during the reservation process.",Mazda 3,negative,"['late_delivery', 'car_condition', 'cleanliness', 'staff_behavior']"
20-12-2024,Wendy Khan,"The car felt brand-new, with no rattles or strange noises even at highway speed. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. I was impressed by how spotless the interior and exterior of the vehicle were. The trunk space was adequate for two large suitcases but nothing extraordinary. I appreciated the transparent pricing; there were no hidden fees on my final invoice. I loved the peppy acceleration, especially when merging onto the highway. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The seats offered decent lumbar support but could use softer cushioning for long drives.",Jeep Wrangler,positive,['billing']
16-02-2024,Grace Valdez,"The pickup process was smooth and the staff greeted me with genuine warmth. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. I waited nearly forty minutes in line because only one counter was open at pickup. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Ride comfort was acceptable on city streets but a bit firm over potholes. I appreciated the transparent pricing; there were no hidden fees on my final invoice. I was impressed by how spotless the interior and exterior of the vehicle were.",Audi A4,positive,"['late_delivery', 'car_condition', 'staff_behavior', 'billing']"
15-12-2024,Yara Valdez,"I appreciated the transparent pricing; there were no hidden fees on my final invoice. The fuel efficiency saved me money on a long road trip across three states. The pickup process was smooth and the staff greeted me with genuine warmth. I was impressed by how spotless the interior and exterior of the vehicle were. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. Ride comfort was acceptable on city streets but a bit firm over potholes. The car felt brand-new, with no rattles or strange noises even at highway speed.",Ford Focus,positive,"['staff_behavior', 'billing']"
27-08-2024,Kara Ivanov,"Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. There was an unexplained additional charge on my bill that I had to dispute. Ride comfort was acceptable on city streets but a bit firm over potholes. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Despite reserving an automatic, I was handed a manual and told no automatics were available. The tank was only three-quarters full even though they claimed it was topped off. Road noise was noticeable on rough asphalt, but conversation inside remained possible.",Nissan Altima,negative,['staff_behavior']
29-02-2024,Nikhil Usman,"There was an unexplained additional charge on my bill that I had to dispute. I waited nearly forty minutes in line because only one counter was open at pickup. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Despite reserving an automatic, I was handed a manual and told no automatics were available. Acceleration was average; it performed as expected for a mid-size sedan. Fuel economy matched the manufacturer's rating; nothing surprising there. The windshield wipers were old and smeared rain, making night driving stressful. The tank was only three-quarters full even though they claimed it was topped off.",Volkswagen Jetta,negative,"['late_delivery', 'car_condition']"
